Participant,Block,,Trial,,
233700,1,"White People,Black People",Black People,correct,643
233700,1,"White People,Black People",Black People,correct,591
233700,1,"White People,Black People",White People,correct,539
233700,2,"Bad,Good",Good,correct,1941
233700,2,"Bad,Good",Good,correct,1087
233700,2,"Bad,Good",Bad,correct,869
233700,2,"Bad,Good",Good,correct,957
233700,2,"Bad,Good",Bad,correct,811
233700,2,"Bad,Good",Bad,correct,1139
233700,2,"Bad,Good",Bad,correct,517
233700,2,"Bad,Good",Bad,correct,443
233700,2,"Bad,Good",Good,correct,480
233700,2,"Bad,Good",Bad,correct,796
233700,2,"Bad,Good",Bad,correct,526
233700,2,"Bad,Good",Good,correct,629
233700,2,"Bad,Good",Bad,correct,573
233700,2,"Bad,Good",Good,correct,803
233700,2,"Bad,Good",Good,correct,568
233700,2,"Bad,Good",Bad,correct,579
233700,2,"Bad,Good",Bad,correct,1472
233700,2,"Bad,Good",Good,correct,743
233700,2,"Bad,Good",Good,correct,613
233700,2,"Bad,Good",Good,correct,521
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,969
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,3619
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,2088
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,1302
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,955
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,2705
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,1040
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,2908
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,1759
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,2739
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,2205
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,3150
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,1129
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,1193
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,628
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,1223
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,1710
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,4221
233700,3,"White People/Bad,Black People/Good",White People/Bad,correct,3009
233700,3,"White People/Bad,Black People/Good",Black People/Good,correct,1265
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,944
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1740
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,703
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1204
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,875
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1516
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,894
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1024
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,636
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1180
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,928
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1039
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1329
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,2673
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,839
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,704
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1926
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1760
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1137
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1052
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1392
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1014
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1624
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1888
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,897
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,1976
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,915
233700,4,"White People/Bad,Black People/Good",White People/Bad,correct,695
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1564
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1480
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,646
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,984
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,640
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1076
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,589
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,977
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,1080
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,886
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,617
233700,4,"White People/Bad,Black People/Good",Black People/Good,correct,801
233700,5,"Black People,White People",White People,correct,797
233700,5,"Black People,White People",White People,correct,1902
233700,5,"Black People,White People",White People,correct,559
233700,5,"Black People,White People",Black People,correct,546
233700,5,"Black People,White People",White People,correct,509
233700,5,"Black People,White People",White People,correct,837
233700,5,"Black People,White People",Black People,correct,555
233700,5,"Black People,White People",Black People,correct,447
233700,5,"Black People,White People",White People,correct,483
233700,5,"Black People,White People",White People,correct,577
233700,5,"Black People,White People",White People,correct,473
233700,5,"Black People,White People",Black People,correct,548
233700,5,"Black People,White People",White People,correct,436
233700,5,"Black People,White People",White People,correct,747
233700,5,"Black People,White People",Black People,correct,557
233700,5,"Black People,White People",White People,correct,1160
233700,5,"Black People,White People",White People,correct,516
233700,5,"Black People,White People",White People,correct,467
233700,5,"Black People,White People",White People,correct,400
233700,5,"Black People,White People",White People,correct,369
233700,5,"Black People,White People",Black People,correct,509
233700,5,"Black People,White People",White People,correct,590
233700,5,"Black People,White People",Black People,correct,630
233700,5,"Black People,White People",White People,correct,404
233700,5,"Black People,White People",Black People,correct,535
233700,5,"Black People,White People",White People,correct,462
233700,5,"Black People,White People",Black People,correct,463
233700,5,"Black People,White People",White People,correct,448
233700,5,"Black People,White People",White People,correct,462
233700,5,"Black People,White People",Black People,correct,660
233700,5,"Black People,White People",Black People,correct,631
233700,5,"Black People,White People",Black People,correct,582
233700,5,"Black People,White People",Black People,correct,433
233700,5,"Black People,White People",Black People,correct,352
233700,5,"Black People,White People",Black People,correct,391
233700,5,"Black People,White People",Black People,correct,346
233700,5,"Black People,White People",Black People,correct,347
233700,5,"Black People,White People",Black People,correct,350
233700,5,"Black People,White People",Black People,correct,383
233700,5,"Black People,White People",Black People,correct,398
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,1444
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,1525
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,1046
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,977
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,1479
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,818
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,710
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,788
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,411
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,594
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,542
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,1445
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,692
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,609
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,590
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,1067
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,861
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,2366
233700,6,"Black People/Bad,White People/Good",White People/Good,correct,667
233700,6,"Black People/Bad,White People/Good",Black People/Bad,correct,690
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1280
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,709
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,842
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,556
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,817
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,457
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,744
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1030
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,677
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1317
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,620
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,533
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,761
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,487
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,660
233700,7,"Black People/Bad,White People/Good",White People/Good,incorrect,41892
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1809
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,1542
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,1955
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,810
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,481
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,601
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,528
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,450
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,739
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,695
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,2301
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,483
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,685
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,533
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,685
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,461
233700,7,"Black People/Bad,White People/Good",White People/Good,incorrect,1590
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,1255
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1228
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1975
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,455
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,820
233700,7,"Black People/Bad,White People/Good",White People/Good,correct,1059
233700,7,"Black People/Bad,White People/Good",Black People/Bad,correct,1208
233978,1,"White People,Black People",Black People,correct,581
233978,1,"White People,Black People",Black People,correct,1348
233978,1,"White People,Black People",White People,correct,820
233978,1,"White People,Black People",Black People,correct,552
233978,1,"White People,Black People",Black People,incorrect,1277
233978,1,"White People,Black People",Black People,correct,853
233978,1,"White People,Black People",White People,correct,629
233978,1,"White People,Black People",White People,correct,681
233978,1,"White People,Black People",White People,correct,499
233978,1,"White People,Black People",Black People,correct,597
233978,1,"White People,Black People",Black People,correct,528
233978,1,"White People,Black People",White People,correct,672
233978,1,"White People,Black People",White People,correct,1110
233978,1,"White People,Black People",Black People,correct,558
233978,1,"White People,Black People",White People,correct,737
233978,1,"White People,Black People",Black People,correct,552
233978,1,"White People,Black People",Black People,correct,521
233978,1,"White People,Black People",White People,correct,615
233978,1,"White People,Black People",White People,correct,554
233978,1,"White People,Black People",White People,correct,463
233978,2,"Unpleasant,Pleasant",Pleasant,correct,1143
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,797
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,876
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,643
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,733
233978,2,"Unpleasant,Pleasant",Pleasant,correct,631
233978,2,"Unpleasant,Pleasant",Pleasant,correct,610
233978,2,"Unpleasant,Pleasant",Pleasant,correct,615
233978,2,"Unpleasant,Pleasant",Unpleasant,incorrect,1673
233978,2,"Unpleasant,Pleasant",Pleasant,correct,841
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,878
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,867
233978,2,"Unpleasant,Pleasant",Pleasant,correct,716
233978,2,"Unpleasant,Pleasant",Pleasant,correct,562
233978,2,"Unpleasant,Pleasant",Pleasant,correct,709
233978,2,"Unpleasant,Pleasant",Pleasant,correct,792
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,570
233978,2,"Unpleasant,Pleasant",Pleasant,correct,739
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,564
233978,2,"Unpleasant,Pleasant",Unpleasant,correct,730
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,940
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,648
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,703
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,863
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,1088
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,1031
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,880
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,633
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,899
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,738
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,666
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,1238
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,818
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,774
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,580
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,614
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,553
233978,3,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,725
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,575
233978,3,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,553
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,856
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,612
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,643
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,747
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,659
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,594
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,765
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,638
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,654
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,931
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,653
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,823
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,611
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,628
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,639
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,659
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,786
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,599
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,535
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,674
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,522
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,760
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,609
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,654
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,661
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,565
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,702
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,707
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,566
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,701
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,591
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,1144
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,507
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,601
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,619
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,710
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,722
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,670
233978,4,"White People/Unpleasant,Black People/Pleasant",Black People/Pleasant,correct,684
233978,4,"White People/Unpleasant,Black People/Pleasant",White People/Unpleasant,correct,724
233978,5,"Black People,White People",Black People,correct,756
233978,5,"Black People,White People",Black People,correct,586
233978,5,"Black People,White People",White People,correct,599
233978,5,"Black People,White People",Black People,correct,720
233978,5,"Black People,White People",Black People,correct,617
233978,5,"Black People,White People",White People,correct,545
233978,5,"Black People,White People",Black People,correct,613
233978,5,"Black People,White People",White People,correct,695
233978,5,"Black People,White People",White People,correct,510
233978,5,"Black People,White People",Black People,correct,609
233978,5,"Black People,White People",White People,correct,1081
233978,5,"Black People,White People",Black People,correct,605
233978,5,"Black People,White People",Black People,correct,545
233978,5,"Black People,White People",Black People,correct,621
233978,5,"Black People,White People",White People,correct,713
233978,5,"Black People,White People",Black People,correct,516
233978,5,"Black People,White People",White People,correct,526
233978,5,"Black People,White People",White People,correct,776
233978,5,"Black People,White People",White People,correct,556
233978,5,"Black People,White People",Black People,correct,648
233978,5,"Black People,White People",Black People,correct,668
233978,5,"Black People,White People",White People,correct,694
233978,5,"Black People,White People",Black People,correct,720
233978,5,"Black People,White People",White People,correct,1074
233978,5,"Black People,White People",Black People,correct,551
233978,5,"Black People,White People",Black People,correct,690
233978,5,"Black People,White People",White People,correct,580
233978,5,"Black People,White People",Black People,correct,591
233978,5,"Black People,White People",White People,correct,500
233978,5,"Black People,White People",White People,correct,671
233978,5,"Black People,White People",White People,correct,502
233978,5,"Black People,White People",Black People,correct,504
233978,5,"Black People,White People",White People,correct,519
233978,5,"Black People,White People",Black People,correct,615
233978,5,"Black People,White People",Black People,correct,549
233978,5,"Black People,White People",White People,correct,578
233978,5,"Black People,White People",Black People,correct,648
233978,5,"Black People,White People",White People,correct,527
233978,5,"Black People,White People",White People,correct,651
233978,5,"Black People,White People",White People,correct,581
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,1171
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,605
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,649
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,1706
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,698
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,1055
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,847
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,1537
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,1143
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,1080
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,675
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,723
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,709
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,838
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,827
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,702
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,779
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,670
233978,6,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,674
233978,6,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,602
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,940
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,628
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,606
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,731
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,548
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,765
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,536
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,610
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,925
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,688
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,incorrect,1003
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,657
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,550
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,727
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,584
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,668
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,989
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,894
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,620
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,860
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,751
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,1253
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,716
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,688
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,659
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,904
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,586
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,680
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,653
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,correct,843
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,538
233978,7,"Black People/Unpleasant,White People/Pleasant",Black People/Unpleasant,incorrect,1099
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,923
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,683
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,852
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,incorrect,967
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,839
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,872
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,638
233978,7,"Black People/Unpleasant,White People/Pleasant",White People/Pleasant,correct,691
235367,1,"Black People,White People",White People,correct,1172
235367,1,"Black People,White People",Black People,correct,1466
235367,1,"Black People,White People",Black People,correct,2563
235367,1,"Black People,White People",White People,correct,1651
235367,1,"Black People,White People",White People,correct,1178
235367,1,"Black People,White People",White People,correct,1281
235367,1,"Black People,White People",Black People,correct,2250
235367,1,"Black People,White People",White People,correct,1659
235367,1,"Black People,White People",White People,correct,795
235367,1,"Black People,White People",White People,correct,736
235367,1,"Black People,White People",White People,correct,628
235367,1,"Black People,White People",Black People,correct,547
235367,1,"Black People,White People",White People,correct,1680
235367,1,"Black People,White People",Black People,correct,1467
235367,1,"Black People,White People",White People,correct,818
235367,1,"Black People,White People",Black People,correct,629
235367,1,"Black People,White People",Black People,correct,1071
235367,1,"Black People,White People",Black People,correct,510
235367,1,"Black People,White People",Black People,correct,473
235367,1,"Black People,White People",Black People,correct,642
235367,2,"Bad,Good",Bad,correct,1443
235367,2,"Bad,Good",Good,correct,1076
235367,2,"Bad,Good",Good,correct,1309
235367,2,"Bad,Good",Good,correct,917
235367,2,"Bad,Good",Good,correct,1064
235367,2,"Bad,Good",Bad,correct,964
235367,2,"Bad,Good",Bad,correct,1674
235367,2,"Bad,Good",Bad,correct,1298
235367,2,"Bad,Good",Bad,correct,1757
235367,2,"Bad,Good",Good,correct,776
235367,2,"Bad,Good",Bad,correct,887
235367,2,"Bad,Good",Bad,correct,1231
235367,2,"Bad,Good",Good,correct,881
235367,2,"Bad,Good",Good,correct,801
235367,2,"Bad,Good",Good,correct,746
235367,2,"Bad,Good",Bad,correct,900
235367,2,"Bad,Good",Bad,correct,1195
235367,2,"Bad,Good",Bad,correct,585
235367,2,"Bad,Good",Good,correct,596
235367,2,"Bad,Good",Good,correct,602
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,2549
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,1121
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,943
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,780
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,904
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,663
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,970
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,1193
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,1132
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,1910
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,708
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,834
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,1238
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,1829
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,994
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,852
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,1372
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,848
235367,3,"Black People/Bad,White People/Good",White People/Good,correct,657
235367,3,"Black People/Bad,White People/Good",Black People/Bad,correct,918
235367,4,"Black People/Bad,White People/Good",Black People/Bad,correct,1232
235367,4,"Black People/Bad,White People/Good",White People/Good,correct,799
235367,4,"Black People/Bad,White People/Good",Black People/Bad,correct,760
235367,4,"Black People/Bad,White People/Good",White People/Good,correct,614
235367,4,"Black People/Bad,White People/Good",White People/Good,correct,1048
235367,4,"Black People/Bad,White People/Good",Black People/Bad,correct,596
235367,4,"Black People/Bad,White People/Good",White People/Good,correct,690
235367,4,"Black People/Bad,White People/Good",White People/Good,incorrect,1894
235367,4,"Black People/Bad,White People/Good",White People/Good,correct,4248
235367,4,"Black People/Bad,White People/Good",Black People/Bad,correct,630
