unique_id,BFI a1,BFI a2,BFI a3,BFI a4,BFI a5,BFI a6,BFI a7,BFI a8,BFI a9,BFI c1,BFI c2,BFI c3,BFI c4,BFI c5,BFI c6,BFI c7,BFI c8,BFI c9,BFI e1,BFI e2,BFI e3,BFI e4,BFI e5,BFI e6,BFI e7,BFI e8,BFI n1,BFI n2,BFI n3,BFI n4,BFI n5,BFI n6,BFI n7,BFI n8,BFI o1,BFI o10,BFI o2,BFI o3,BFI o4,BFI o5,BFI o6,BFI o7,BFI o8,BFI o9
180366,3,5,1,6,6,2,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,6,6,1,3,6,1
179098,4,4,0,5,2,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,6,3,6,7,5,1,7,2
175558,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,3,4,6,5,6,2,3,5,4,5,5,5,1,4,4,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173471,2,4,4,5,4,3,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,5,6,2,5,2
173044,1,6,5,5,6,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,1,6,1
170731,5,6,2,5,5,4,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,2,6,2
164811,5,4,3,4,5,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,5,3,4,1
164203,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,6,6,5,6,3,2,5,5,4,4,5,4,6,4,6,4,3,6,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163143,4,4,1,5,2,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,1,3,5,3,6
162402,6,5,5,6,1,6,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,4,5,4,4,2,2,NA
214776,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,4,5,6,3,3,4,4,3,5,4,4,3,5,2,5,4,2,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233700,4,5,4,4,4,4,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,6,4,5,2,6,3
246726,2,5,1,6,6,1,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,4,5,5,4,6,4
298159,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,3,4,4,5,4,4,5,4,6,4,5,1,6,2,4,1,1,6,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343463,4,5,2,4,5,4,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,3,5,4,5,2
343750,4,4,2,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,4,4,6,4,5,2
348917,4,6,1,6,6,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,4,6,1,5,1
350255,4,5,2,6,1,3,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,2,1,5,4
353512,2,6,1,4,3,2,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,1,6,1
360521,3,6,4,6,6,4,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,4,6,2,6,4
450960,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,3,5,6,6,4,4,4,5,5,4,5,4,5,2,4,4,2,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453001,1,6,2,6,6,1,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,5,6,5,1,6,5
455618,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,1,2,4,2,6,3,6,4,6,6,1,6,1,3,3,6,6,6,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462128,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,4,3,5,5,5,5,2,1,4,3,5,4,5,2,4,4,5,5,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526620,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,1,6,5,6,2,3,4,5,5,5,5,5,5,1,5,1,1,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548565,5,6,2,5,5,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,2,5,4,4,2
558041,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,5,1,5,5,6,3,6,5,6,5,5,4,5,4,1,4,4,4,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579249,4,4,4,5,5,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,5,5,4,2
617893,3,4,2,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,4,5,3,4,4,5
634062,4,NA,1,5,4,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,6,5,5,4,5,6,2
652538,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,4,4,6,5,5,5,5,4,5,7,5,5,5,5,4,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,4,4,2,3,5,5,5,4,6,4,4,4,4,5,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664326,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,5,5,6,5,6,2,3,4,4,4,4,5,4,3,2,6,3,3,5,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194648,4,5,1,6,5,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,4,4,5,5,2
173703,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,4,5,5,5,3,5,3,6,6,1,6,3,6,2,5,3,2,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167754,2,4,1,5,6,2,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,4,6,1,6,2
501196,4,4,3,3,5,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,4,4,3,5,3
217118,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,6,5,2,5,6,5,2,5,5,3,5,4,5,2,6,3,1,6,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217597,4,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,4,4,4,3
309503,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,3,5,5,4,2,3,4,3,4,5,3,5,3,4,5,2,4,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311846,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,2,6,1,5,5,1,6,3,5,6,5,6,4,5,5,5,4,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340489,3,4,2,5,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,3,5,2,5,2
353222,6,5,4,2,6,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,2,3,5,4,3,5
393892,3,4,2,4,6,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,5,5,4,3,5,2
395088,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,5,5,6,5,5,5,5,4,4,2,6,2,2,1,5,4,4,2,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440645,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,1,2,5,5,5,3,5,2,4,5,2,6,2,5,2,4,4,4,6,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448235,6,6,1,1,2,6,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,1,6,1
460603,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,2,2,6,6,4,2,2,6,5,5,6,5,6,2,2,5,4,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497745,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,3,3,3,4,4,4,5,4,4,4,4,5,1,4,3,3,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505557,6,6,4,1,1,1,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,6,4,6,6,3,6,6
523839,3,6,1,6,5,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,4,6,4,3,1,4,3
549211,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,5,5,2,2,5,2,5,6,2,5,6,5,6,2,5,4,5,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596741,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,4,3,3,4,3,6,3,6,5,5,4,5,6,5,4,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628838,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,4,4,4,5,3,4,3,4,5,3,5,2,4,3,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648950,4,6,2,5,0,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,3,4,5,3,5,0
199840,5,5,4,2,2,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,4,3,5,1
199166,4,4,2,6,4,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,2,4,1
195431,5,3,2,2,3,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,3,3,4,3,6,5
183947,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,6,6,2,6,NA,6,4,1,3,5,5,3,1,4,6,4,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179074,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,3,4,6,6,5,6,3,1,5,5,3,3,5,1,1,6,5,2,5,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164311,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,6,6,6,1,6,2,5,5,2,6,4,6,1,5,5,2,6,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
