date,time,group,subject,session,build,trialnum,blockcode,trialcode,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3,stimulusnumber4,stimulusitem4,stimulusonset4,stimulusnumber5,stimulusitem5,stimulusonset5,stimulusnumber6,stimulusitem6,stimulusonset6,stimulusnumber7,stimulusitem7,stimulusonset7,stimulusnumber8,stimulusitem8,stimulusonset8,stimulusnumber9,stimulusitem9,stimulusonset9
23.06.22,12:54:55,523440644,386661197,1,06.06.00,2,scale,like,0,14605,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:54:55,523440644,386661197,1,06.06.00,3,scale,positive,0,13594,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:54:55,523440644,386661197,1,06.06.00,4,scale,prefer,0,6334,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:55:23,137468350,764499289,1,06.06.00,1,scale,instructions,1,15453,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:55:23,137468350,764499289,1,06.06.00,2,scale,like,0,9302,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:55:23,137468350,764499289,1,06.06.00,3,scale,positive,0,7367,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,12:55:23,137468350,764499289,1,06.06.00,4,scale,prefer,0,3911,1,pleasant1.jpg,-7,1,pleasant2.jpg,-7,1,pleasant3.jpg,-7,1,pleasant4.jpg,-7,1,unpleasant1.jpg,-7,1,unpleasant2.jpg,-7,1,unpleasant3.jpg,-7,1,unpleasant4.jpg,-7,1,Please use the mouse to click on the desired response option!,-7
23.06.22,12:57:53,730851020,100125154,1,06.06.00,1,scale,instructions,1,14972,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:57:53,730851020,100125154,1,06.06.00,2,scale,like,0,15372,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:57:53,730851020,100125154,1,06.06.00,3,scale,positive,0,5018,1,pleasant1.jpg,-2,1,pleasant2.jpg,-2,1,pleasant3.jpg,-2,1,pleasant4.jpg,-2,1,unpleasant1.jpg,-2,1,unpleasant2.jpg,-2,1,unpleasant3.jpg,-2,1,unpleasant4.jpg,-2,1,Please use the mouse to click on the desired response option!,-2
23.06.22,12:57:53,730851020,100125154,1,06.06.00,4,scale,prefer,0,6526,1,pleasant1.jpg,-10,1,pleasant2.jpg,-10,1,pleasant3.jpg,-10,1,pleasant4.jpg,-10,1,unpleasant1.jpg,-10,1,unpleasant2.jpg,-10,1,unpleasant3.jpg,-10,1,unpleasant4.jpg,-10,1,Please use the mouse to click on the desired response option!,-10
23.06.22,12:59:16,225814876,161234436,1,06.06.00,1,scale,instructions,1,14090,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,12:59:16,225814876,161234436,1,06.06.00,2,scale,like,0,11018,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,12:59:16,225814876,161234436,1,06.06.00,3,scale,positive,0,4368,1,pleasant1.jpg,0,1,pleasant2.jpg,0,1,pleasant3.jpg,0,1,pleasant4.jpg,0,1,unpleasant1.jpg,0,1,unpleasant2.jpg,0,1,unpleasant3.jpg,0,1,unpleasant4.jpg,0,1,Please use the mouse to click on the desired response option!,0
23.06.22,12:59:16,225814876,161234436,1,06.06.00,4,scale,prefer,0,3708,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,13:00:00,458701483,238079276,1,06.06.00,1,scale,instructions,1,10941,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:00:00,458701483,238079276,1,06.06.00,2,scale,like,0,7166,1,pleasant1.jpg,12,1,pleasant2.jpg,12,1,pleasant3.jpg,12,1,pleasant4.jpg,12,1,unpleasant1.jpg,12,1,unpleasant2.jpg,12,1,unpleasant3.jpg,12,1,unpleasant4.jpg,12,1,Please use the mouse to click on the desired response option!,12
23.06.22,13:00:00,458701483,238079276,1,06.06.00,3,scale,positive,0,6474,1,pleasant1.jpg,5,1,pleasant2.jpg,5,1,pleasant3.jpg,5,1,pleasant4.jpg,5,1,unpleasant1.jpg,5,1,unpleasant2.jpg,5,1,unpleasant3.jpg,5,1,unpleasant4.jpg,5,1,Please use the mouse to click on the desired response option!,5
23.06.22,13:00:00,458701483,238079276,1,06.06.00,4,scale,prefer,0,4199,1,pleasant1.jpg,5,1,pleasant2.jpg,5,1,pleasant3.jpg,5,1,pleasant4.jpg,5,1,unpleasant1.jpg,5,1,unpleasant2.jpg,5,1,unpleasant3.jpg,5,1,unpleasant4.jpg,5,1,Please use the mouse to click on the desired response option!,5
23.06.22,13:01:08,913113577,591041139,1,06.06.00,1,scale,instructions,1,13422,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:01:08,913113577,591041139,1,06.06.00,2,scale,like,0,15365,1,pleasant1.jpg,-8,1,pleasant2.jpg,-8,1,pleasant3.jpg,-8,1,pleasant4.jpg,-8,1,unpleasant1.jpg,-8,1,unpleasant2.jpg,-8,1,unpleasant3.jpg,-8,1,unpleasant4.jpg,-8,1,Please use the mouse to click on the desired response option!,-8
23.06.22,13:01:08,913113577,591041139,1,06.06.00,3,scale,positive,0,7089,1,pleasant1.jpg,13,1,pleasant2.jpg,13,1,pleasant3.jpg,13,1,pleasant4.jpg,13,1,unpleasant1.jpg,13,1,unpleasant2.jpg,13,1,unpleasant3.jpg,13,1,unpleasant4.jpg,13,1,Please use the mouse to click on the desired response option!,13
23.06.22,13:01:08,913113577,591041139,1,06.06.00,4,scale,prefer,0,3040,1,pleasant1.jpg,9,1,pleasant2.jpg,9,1,pleasant3.jpg,9,1,pleasant4.jpg,9,1,unpleasant1.jpg,9,1,unpleasant2.jpg,9,1,unpleasant3.jpg,9,1,unpleasant4.jpg,9,1,Please use the mouse to click on the desired response option!,9
23.06.22,08:01:40,559262084,627537443,1,06.06.00,1,scale,instructions,1,15158,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,08:01:40,559262084,627537443,1,06.06.00,2,scale,like,0,4157,1,pleasant1.jpg,1,1,pleasant2.jpg,1,1,pleasant3.jpg,1,1,pleasant4.jpg,1,1,unpleasant1.jpg,1,1,unpleasant2.jpg,1,1,unpleasant3.jpg,1,1,unpleasant4.jpg,1,1,Please use the mouse to click on the desired response option!,1
23.06.22,08:01:40,559262084,627537443,1,06.06.00,3,scale,positive,0,6448,1,pleasant1.jpg,10,1,pleasant2.jpg,10,1,pleasant3.jpg,10,1,pleasant4.jpg,10,1,unpleasant1.jpg,10,1,unpleasant2.jpg,10,1,unpleasant3.jpg,10,1,unpleasant4.jpg,10,1,Please use the mouse to click on the desired response option!,10
23.06.22,08:01:40,559262084,627537443,1,06.06.00,4,scale,prefer,0,1686,1,pleasant1.jpg,4,1,pleasant2.jpg,4,1,pleasant3.jpg,4,1,pleasant4.jpg,4,1,unpleasant1.jpg,4,1,unpleasant2.jpg,4,1,unpleasant3.jpg,4,1,unpleasant4.jpg,4,1,Please use the mouse to click on the desired response option!,4
23.06.22,13:02:10,794193661,621686155,1,06.06.00,1,scale,instructions,1,15707,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:02:10,794193661,621686155,1,06.06.00,2,scale,like,0,4421,1,pleasant1.jpg,3,1,pleasant2.jpg,3,1,pleasant3.jpg,3,1,pleasant4.jpg,3,1,unpleasant1.jpg,3,1,unpleasant2.jpg,3,1,unpleasant3.jpg,3,1,unpleasant4.jpg,3,1,Please use the mouse to click on the desired response option!,3
23.06.22,13:02:10,794193661,621686155,1,06.06.00,3,scale,positive,0,3550,1,pleasant1.jpg,5,1,pleasant2.jpg,5,1,pleasant3.jpg,5,1,pleasant4.jpg,5,1,unpleasant1.jpg,5,1,unpleasant2.jpg,5,1,unpleasant3.jpg,5,1,unpleasant4.jpg,5,1,Please use the mouse to click on the desired response option!,5
23.06.22,13:02:10,794193661,621686155,1,06.06.00,4,scale,prefer,0,2595,1,pleasant1.jpg,2,1,pleasant2.jpg,2,1,pleasant3.jpg,2,1,pleasant4.jpg,2,1,unpleasant1.jpg,2,1,unpleasant2.jpg,2,1,unpleasant3.jpg,2,1,unpleasant4.jpg,2,1,Please use the mouse to click on the desired response option!,2
23.06.22,14:02:04,393030402,561842983,1,06.06.00,1,scale,instructions,1,23386,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,14:02:04,393030402,561842983,1,06.06.00,2,scale,like,0,16045,1,pleasant1.jpg,24,1,pleasant2.jpg,24,1,pleasant3.jpg,24,1,pleasant4.jpg,24,1,unpleasant1.jpg,24,1,unpleasant2.jpg,24,1,unpleasant3.jpg,24,1,unpleasant4.jpg,24,1,Please use the mouse to click on the desired response option!,24
23.06.22,14:02:04,393030402,561842983,1,06.06.00,3,scale,positive,0,4028,1,pleasant1.jpg,-3,1,pleasant2.jpg,-3,1,pleasant3.jpg,-3,1,pleasant4.jpg,-3,1,unpleasant1.jpg,-3,1,unpleasant2.jpg,-3,1,unpleasant3.jpg,-3,1,unpleasant4.jpg,-3,1,Please use the mouse to click on the desired response option!,-3
23.06.22,14:02:04,393030402,561842983,1,06.06.00,4,scale,prefer,0,4242,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,13:02:54,43586182,601833546,1,06.06.00,1,scale,instructions,1,19881,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:02:54,43586182,601833546,1,06.06.00,2,scale,like,0,11955,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,13:02:54,43586182,601833546,1,06.06.00,3,scale,positive,0,6597,1,pleasant1.jpg,-4,1,pleasant2.jpg,-4,1,pleasant3.jpg,-4,1,pleasant4.jpg,-4,1,unpleasant1.jpg,-4,1,unpleasant2.jpg,-4,1,unpleasant3.jpg,-4,1,unpleasant4.jpg,-4,1,Please use the mouse to click on the desired response option!,-4
23.06.22,13:02:54,43586182,601833546,1,06.06.00,4,scale,prefer,0,12856,1,pleasant1.jpg,-7,1,pleasant2.jpg,-7,1,pleasant3.jpg,-7,1,pleasant4.jpg,-7,1,unpleasant1.jpg,-7,1,unpleasant2.jpg,-7,1,unpleasant3.jpg,-7,1,unpleasant4.jpg,-7,1,Please use the mouse to click on the desired response option!,-7
23.06.22,13:03:27,772417821,13708908,1,06.06.00,1,scale,instructions,1,9054,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:03:27,772417821,13708908,1,06.06.00,2,scale,like,0,5027,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,13:03:27,772417821,13708908,1,06.06.00,3,scale,positive,0,1960,1,pleasant1.jpg,-10,1,pleasant2.jpg,-10,1,pleasant3.jpg,-10,1,pleasant4.jpg,-10,1,unpleasant1.jpg,-10,1,unpleasant2.jpg,-10,1,unpleasant3.jpg,-10,1,unpleasant4.jpg,-10,1,Please use the mouse to click on the desired response option!,-10
23.06.22,13:03:27,772417821,13708908,1,06.06.00,4,scale,prefer,0,7323,1,pleasant1.jpg,-10,1,pleasant2.jpg,-10,1,pleasant3.jpg,-10,1,pleasant4.jpg,-10,1,unpleasant1.jpg,-10,1,unpleasant2.jpg,-10,1,unpleasant3.jpg,-10,1,unpleasant4.jpg,-10,1,Please use the mouse to click on the desired response option!,-10
23.06.22,13:03:23,43475023,874662429,1,06.06.00,1,scale,instructions,1,29393,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:03:23,43475023,874662429,1,06.06.00,2,scale,like,0,9882,1,pleasant1.jpg,-15,1,pleasant2.jpg,-15,1,pleasant3.jpg,-15,1,pleasant4.jpg,-15,1,unpleasant1.jpg,-15,1,unpleasant2.jpg,-15,1,unpleasant3.jpg,-15,1,unpleasant4.jpg,-15,1,Please use the mouse to click on the desired response option!,-15
23.06.22,13:03:23,43475023,874662429,1,06.06.00,3,scale,positive,0,5770,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,13:03:23,43475023,874662429,1,06.06.00,4,scale,prefer,0,2077,1,pleasant1.jpg,-8,1,pleasant2.jpg,-8,1,pleasant3.jpg,-8,1,pleasant4.jpg,-8,1,unpleasant1.jpg,-8,1,unpleasant2.jpg,-8,1,unpleasant3.jpg,-8,1,unpleasant4.jpg,-8,1,Please use the mouse to click on the desired response option!,-8
23.06.22,13:03:35,615369952,699441423,1,06.06.00,1,scale,instructions,1,18187,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:03:35,615369952,699441423,1,06.06.00,2,scale,like,0,12570,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,13:03:35,615369952,699441423,1,06.06.00,3,scale,positive,0,7379,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,13:03:35,615369952,699441423,1,06.06.00,4,scale,prefer,0,6857,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,13:11:10,413662730,550721671,1,06.06.00,1,scale,instructions,1,25123,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:11:10,413662730,550721671,1,06.06.00,2,scale,like,0,11631,1,pleasant1.jpg,-13,1,pleasant2.jpg,-13,1,pleasant3.jpg,-13,1,pleasant4.jpg,-13,1,unpleasant1.jpg,-13,1,unpleasant2.jpg,-13,1,unpleasant3.jpg,-13,1,unpleasant4.jpg,-13,1,Please use the mouse to click on the desired response option!,-13
23.06.22,13:11:10,413662730,550721671,1,06.06.00,3,scale,positive,0,3812,1,pleasant1.jpg,6,1,pleasant2.jpg,6,1,pleasant3.jpg,6,1,pleasant4.jpg,6,1,unpleasant1.jpg,6,1,unpleasant2.jpg,6,1,unpleasant3.jpg,6,1,unpleasant4.jpg,6,1,Please use the mouse to click on the desired response option!,6
23.06.22,13:11:10,413662730,550721671,1,06.06.00,4,scale,prefer,0,2454,1,pleasant1.jpg,4,1,pleasant2.jpg,4,1,pleasant3.jpg,4,1,pleasant4.jpg,4,1,unpleasant1.jpg,4,1,unpleasant2.jpg,4,1,unpleasant3.jpg,4,1,unpleasant4.jpg,4,1,Please use the mouse to click on the desired response option!,4
23.06.22,13:03:46,998662075,557207580,1,06.06.00,1,scale,instructions,1,14446,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:03:46,998662075,557207580,1,06.06.00,2,scale,like,0,13681,1,pleasant1.jpg,-14,1,pleasant2.jpg,-14,1,pleasant3.jpg,-14,1,pleasant4.jpg,-14,1,unpleasant1.jpg,-14,1,unpleasant2.jpg,-14,1,unpleasant3.jpg,-14,1,unpleasant4.jpg,-14,1,Please use the mouse to click on the desired response option!,-14
23.06.22,13:03:46,998662075,557207580,1,06.06.00,3,scale,positive,0,13137,1,pleasant1.jpg,1,1,pleasant2.jpg,1,1,pleasant3.jpg,1,1,pleasant4.jpg,1,1,unpleasant1.jpg,1,1,unpleasant2.jpg,1,1,unpleasant3.jpg,1,1,unpleasant4.jpg,1,1,Please use the mouse to click on the desired response option!,1
23.06.22,13:03:46,998662075,557207580,1,06.06.00,4,scale,prefer,0,4749,1,pleasant1.jpg,0,1,pleasant2.jpg,0,1,pleasant3.jpg,0,1,pleasant4.jpg,0,1,unpleasant1.jpg,0,1,unpleasant2.jpg,0,1,unpleasant3.jpg,0,1,unpleasant4.jpg,0,1,Please use the mouse to click on the desired response option!,0
23.06.22,13:04:40,644435460,343944905,1,06.06.00,1,scale,instructions,1,9783,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:04:40,644435460,343944905,1,06.06.00,2,scale,like,0,7544,1,pleasant1.jpg,14,1,pleasant2.jpg,14,1,pleasant3.jpg,14,1,pleasant4.jpg,14,1,unpleasant1.jpg,14,1,unpleasant2.jpg,14,1,unpleasant3.jpg,14,1,unpleasant4.jpg,14,1,Please use the mouse to click on the desired response option!,14
23.06.22,13:04:40,644435460,343944905,1,06.06.00,3,scale,positive,0,5179,1,pleasant1.jpg,4,1,pleasant2.jpg,4,1,pleasant3.jpg,4,1,pleasant4.jpg,4,1,unpleasant1.jpg,4,1,unpleasant2.jpg,4,1,unpleasant3.jpg,4,1,unpleasant4.jpg,4,1,Please use the mouse to click on the desired response option!,4
23.06.22,13:04:40,644435460,343944905,1,06.06.00,4,scale,prefer,0,4424,1,pleasant1.jpg,-3,1,pleasant2.jpg,-3,1,pleasant3.jpg,-3,1,pleasant4.jpg,-3,1,unpleasant1.jpg,-3,1,unpleasant2.jpg,-3,1,unpleasant3.jpg,-3,1,unpleasant4.jpg,-3,1,Please use the mouse to click on the desired response option!,-3
23.06.22,13:04:41,989447407,841303698,1,06.06.00,1,scale,instructions,1,13208,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:04:41,989447407,841303698,1,06.06.00,2,scale,like,0,10155,1,pleasant1.jpg,-16,1,pleasant2.jpg,-16,1,pleasant3.jpg,-16,1,pleasant4.jpg,-16,1,unpleasant1.jpg,-16,1,unpleasant2.jpg,-16,1,unpleasant3.jpg,-16,1,unpleasant4.jpg,-16,1,Please use the mouse to click on the desired response option!,-16
23.06.22,13:04:41,989447407,841303698,1,06.06.00,3,scale,positive,0,2618,1,pleasant1.jpg,-6,1,pleasant2.jpg,-6,1,pleasant3.jpg,-6,1,pleasant4.jpg,-6,1,unpleasant1.jpg,-6,1,unpleasant2.jpg,-6,1,unpleasant3.jpg,-6,1,unpleasant4.jpg,-6,1,Please use the mouse to click on the desired response option!,-6
23.06.22,13:04:41,989447407,841303698,1,06.06.00,4,scale,prefer,0,3722,1,pleasant1.jpg,-5,1,pleasant2.jpg,-5,1,pleasant3.jpg,-5,1,pleasant4.jpg,-5,1,unpleasant1.jpg,-5,1,unpleasant2.jpg,-5,1,unpleasant3.jpg,-5,1,unpleasant4.jpg,-5,1,Please use the mouse to click on the desired response option!,-5
23.06.22,13:04:01,100174518,658421880,1,06.06.00,1,scale,instructions,1,50022,1,"This is the second of the six tasks. You will be presented with a number of trials. On each trial, you will be asked to make a rating between two categories by clicking a number between 1 and 7.  1 indicates a strong preference for the category presented on the left, whereas 7 represents a strong preference for the category presented on the right. 4 indcates no preference.  When you are ready to begin, please press the spacebar.",-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.06.22,13:04:01,100174518,658421880,1,06.06.00,2,scale,like,0,12605,1,pleasant1.jpg,32,1,pleasant2.jpg,32,1,pleasant3.jpg,32,1,pleasant4.jpg,32,1,unpleasant1.jpg,32,1,unpleasant2.jpg,32,1,unpleasant3.jpg,32,1,unpleasant4.jpg,32,1,Please use the mouse to click on the desired response option!,32
23.06.22,13:04:01,100174518,658421880,1,06.06.00,3,scale,positive,0,3253,1,pleasant1.jpg,0,1,pleasant2.jpg,0,1,pleasant3.jpg,0,1,pleasant4.jpg,0,1,unpleasant1.jpg,0,1,unpleasant2.jpg,0,1,unpleasant3.jpg,0,1,unpleasant4.jpg,0,1,Please use the mouse to click on the desired response option!,0
23.06.22,13:04:01,100174518,658421880,1,06.06.00,4,scale,prefer,0,4448,1,pleasant1.jpg,-4,1,pleasant2.jpg,-4,1,pleasant3.jpg,-4,1,pleasant4.jpg,-4,1,unpleasant1.jpg,-4,1,unpleasant2.jpg,-4,1,unpleasant3.jpg,-4,1,unpleasant4.jpg,-4,1,Please use the mouse to click on the desired response option!,-4
